Magnitude,Unit,Alert,Location,Tsunami,Date,Longitude,Latitude,Timestamp
6.4,mww,green,,1,2020-12-01,-168.2401,52.7551,1606839759923
5.5,mww,green,"45 km ESE of Nikolski, Alaska",0,2020-11-29,-168.2605,52.7448,1606712349984
5.3,mww,green,"171 km WSW of Mazatlán, Mexico",0,2020-11-13,-107.7985,22.3829,1605294253456
5.3,ml,green,"33 km SE of Mina, Nevada",0,2020-11-13,-117.8533,38.1693,1605258831862
5.1,ml,green,"2 km E of Big Lake, Alaska",1,2020-11-07,-149.9144,61.52,1604751792021
5.1,mww,,"141 km SSE of Sand Point, Alaska",0,2020-11-05,-159.7659,54.1358,1604580991664
5.1,mww,,"106 km SSE of Sand Point, Alaska",0,2020-10-30,-159.6855,54.5046,1604032588610
5.0,mb,,northern Mid-Atlantic Ridge,0,2020-10-22,-45.7931,19.9558,1603419547568
5.4,mww,green,northern Mid-Atlantic Ridge,0,2020-10-22,-45.8446,19.9939,1603413215321
5.1,mww,,"130 km SSE of Sand Point, Alaska",0,2020-10-20,-159.6278,54.2757,1603243073535
5.1,mww,,"118 km SSE of Sand Point, Alaska",0,2020-10-20,-159.7745,54.3624,1603197132143
5.6,mww,green,"130 km SSE of Sand Point, Alaska",0,2020-10-20,-159.6399,54.2743,1603166826904
5.9,mww,green,"118 km SSE of Sand Point, Alaska",0,2020-10-19,-159.8425,54.3371,1603143925327
5.1,mb,,"113 km SSE of Sand Point, Alaska",0,2020-10-19,-159.6198,54.4563,1603143278252
5.5,mb,green,"114 km SSE of Sand Point, Alaska",0,2020-10-19,-159.8241,54.3886,1603143141891
5.2,mb,,"116 km SSE of Sand Point, Alaska",0,2020-10-19,-159.8541,54.3536,1603142548672
5.0,mb,,"125 km SSE of Sand Point, Alaska",0,2020-10-19,-159.5688,54.3415,1603142054693
5.7,mb,green,"104 km SSE of Sand Point, Alaska",0,2020-10-19,-159.729,54.5073,1603141580397
5.7,mb,green,"114 km SSE of Sand Point, Alaska",0,2020-10-19,-159.6143,54.4386,1603141557335
7.6,mww,yellow,"99 km SE of Sand Point, Alaska",1,2020-10-19,-159.6258,54.602,1603140878950
5.7,mww,green,"43 km ESE of Nikolski, Alaska",1,2020-10-08,-168.2804,52.7723,1602166959270
5.3,ml,,"67 km ESE of Cruz Bay, U.S. Virgin Islands",0,2020-10-07,-64.1781,18.174,1602095074620
5.9,mww,green,"68 km SE of Sand Point, Alaska",0,2020-10-06,-159.8514,54.8508,1601963690449
5.2,mww,,"120 km SSW of Nikolski, Alaska",0,2020-09-27,-169.6077,51.9534,1601261060267
5.5,mww,green,"129 km SSW of Nikolski, Alaska",1,2020-09-27,-169.6828,51.8905,1601179937740
5.3,mww,,"64 km ENE of Mulegé, Mexico",0,2020-09-24,-111.4068,27.1573,1600988490369
5.2,mww,,"7 km SW of Belisario Domínguez, Mexico",0,2020-09-16,-92.4356,15.2631,1600305239399
5.0,mww,,"82 km SSE of False Pass, Alaska",0,2020-08-20,-162.7756,54.2149,1597941310468
5.1,mww,,"45 km SSE of Sand Point, Alaska",1,2020-08-19,-160.3142,54.943,1597866359171
5.0,ml,green,"125 km SE of Perryville, Alaska",1,2020-08-18,-157.9389,55.02,1597775313740
5.12,mw,green,"88km ESE of Maneadero, B.C., MX",1,2020-08-17,-115.6613333,31.5366667,1597678233530
5.2,mww,,northern Mid-Atlantic Ridge,0,2020-08-17,-45.6982,15.2832,1597657955520
5.3,mww,green,"180 km SSW of Emiliano Zapata, Mexico",0,2020-08-14,-105.8403,17.9884,1597397450185
5.7,mww,green,"156 km ESE of Akutan, Alaska",1,2020-08-13,-163.7134,53.4301,1597300800548
5.7,mww,green,"45 km N of Savannah Bight, Honduras",0,2020-08-10,-85.8536,16.8638,1597068807331
5.1,mww,green,"123 km SE of Perryville, Alaska",1,2020-08-09,-157.9255,55.0455,1596985074236
5.1,mw,yellow,"4 km SE of Sparta, North Carolina",0,2020-08-09,-81.0865,36.4743333,1596974857650
5.5,mww,green,"79 km SSW of Sand Point, Alaska",0,2020-08-08,-161.1058,54.7143,1596897774082
5.3,ml,green,"140 km SSE of Perryville, Alaska",1,2020-08-08,-158.1884,54.7713,1596891177860
5.1,mww,,"94 km SSW of Sand Point, Alaska",1,2020-08-05,-161.0906,54.5622,1596644260635
5.2,mww,,"79 km SSW of Sand Point, Alaska",0,2020-08-04,-161.1384,54.7206,1596545238769
5.0,ml,green,"134 km SSE of Perryville, Alaska",1,2020-07-30,-158.1711,54.8358,1596125298839
5.6,mww,green,"44 km SSE of Sand Point, Alaska",1,2020-07-29,-160.3298,54.9443,1596013936363
5.0,mww,,"49 km SSE of Sand Point, Alaska",0,2020-07-28,-160.3077,54.9042,1595940171754
6.1,mww,green,"75 km SW of Sand Point, Alaska",1,2020-07-28,-161.2041,54.7905,1595923423215
5.5,mww,green,"46 km SSE of Sand Point, Alaska",1,2020-07-27,-160.3108,54.9365,1595878477979
5.1,mww,,"81 km SW of Niquero, Cuba",0,2020-07-24,-78.0806,19.488,1595617907502
5.0,mww,,"55 km SSW of Sand Point, Alaska",0,2020-07-24,-160.7155,54.8552,1595597079244
5.5,mww,green,"26 km SSE of Crucecita, Mexico",0,2020-07-23,-96.0043,15.5641,1595560790979
5.0,mww,,"58 km S of Sand Point, Alaska",1,2020-07-23,-160.6718,54.818,1595560028676
5.0,mww,,"57 km ESE of Sand Point, Alaska",1,2020-07-23,-159.619,55.2125,1595502518431
5.5,mww,green,"73 km S of Ivanof Bay, Alaska",1,2020-07-22,-159.344,55.2459,1595453998521
5.0,mwr,green,"216 km SW of Port McNeill, Canada",1,2020-07-22,-129.0303,49.0995,1595417604746
5.7,mwr,green,"76 km ESE of Sand Point, Alaska",0,2020-07-22,-159.3181,55.2036,1595405610171
5.6,mb,green,"122 km ESE of Sand Point, Alaska",0,2020-07-22,-158.875,54.7461,1595398807865
6.1,mb,green,"101 km ESE of Sand Point, Alaska",0,2020-07-22,-159.0413,54.969,1595398578627
7.8,mww,green,"99 km SSE of Perryville, Alaska",1,2020-07-22,-158.596,55.0715,1595398364810
5.1,mww,green,"108 km SSE of Akhiok, Alaska",1,2020-07-07,-153.6197,56.0188,1594170422618
5.5,mww,green,"227 km S of Sand Point, Alaska",1,2020-07-05,-160.4182,53.2962,1593939214372
5.3,mwp,green,"9 km SSE of La Parguera, Puerto Rico",0,2020-07-03,-67.0048,17.8995,1593809385110
5.0,ml,green,"29 km SSE of Mina, Nevada",0,2020-06-30,-117.9583,38.1539,1593509063549
5.8,mw,green,"18km SSE of Lone Pine, CA",1,2020-06-24,-117.9751667,36.4468333,1593020449240
5.4,mww,green,"4 km ESE of San Miguel Figueroa, Mexico",0,2020-06-23,-96.3698,15.7688,1592965999930
5.0,mb,,"16 km S of El Coyul, Mexico",0,2020-06-23,-95.7891,15.7674,1592936827840
7.4,mww,orange,"9 km SE of Santa María Xadani, Mexico",1,2020-06-23,-96.0077,15.8861,1592926144350
5.51,mw,green,"17km S of Searles Valley, CA",1,2020-06-03,-117.4281667,35.6148333,1591234331140
5.2,mww,,"173 km W of Port McNeill, Canada",1,2020-05-22,-129.5266,50.4322,1590200091372
6.1,mww,green,"173 km ESE of La Playa, Mexico",0,2020-05-22,-108.1275,22.4152,1590137166973
5.1,ml,green,"32 km ESE of Mina, Nevada",0,2020-05-21,-117.7939,38.2309,1590106920588
5.0,ml,green,"38 km ESE of Mina, Nevada",0,2020-05-20,-117.7453,38.2012,1589978213447
5.3,mww,green,"249 km W of Ferndale, California",1,2020-05-18,-127.1918,40.8483,1589785354591
5.0,mww,,"251 km W of Ferndale, California",1,2020-05-18,-127.2271,40.7714,1589784961579
5.1,ml,green,"31 km SE of Mina, Nevada",0,2020-05-15,-117.8711,38.1811,1589541961747
6.5,ml,green,"Monte Cristo Range, NV Earthquake",0,2020-05-15,-117.8497,38.1689,1589540607176
5.4,mwp,orange,"6 km S of Tallaboa, Puerto Rico",0,2020-05-02,-66.7266,17.937,1588417998680
5.4,ml,green,"120 km SSE of Akhiok, Alaska",1,2020-04-16,-153.3077,55.9717,1587082965357
6.1,mww,green,"59 km NNE of Savannah Bight, Honduras",1,2020-04-16,-85.6851,16.9591,1587024277829
5.0,mww,,"95 km SSW of Doctor Belisario Domínguez (La Barra), Mexico",0,2020-04-15,-94.1893,15.17,1586943883016
5.24,mw,green,"30km SE of Bodie, CA",0,2020-04-11,-118.7333333,38.0525,1586615797040
5.1,mww,,northern Mid-Atlantic Ridge,0,2020-04-09,-45.8738,24.8935,1586434836106
6.5,mww,green,"Stanley, Idaho",0,2020-03-31,-115.1175,44.4646,1585698750781
5.0,mww,green,"41 km W of Mentone, Texas",0,2020-03-26,-104.0419,31.7168,1585235787940
5.2,mww,,"250 km ESE of Chiniak, Alaska",1,2020-03-20,-148.6788,56.5205,1584690807372
5.21,mw,green,"15km W of Petrolia, CA",1,2020-03-18,-124.4561667,40.3475,1584569300920
5.0,ml,green,"67 km S of Shungnak, Alaska",1,2020-03-18,-157.2513,66.2877,1584545493195
5.7,mw,yellow,"5 km NNE of Magna, Utah",0,2020-03-18,-112.0783333,40.751,1584536971530
5.1,mww,,"14 km SSW of El Arenal, Mexico",0,2020-03-14,-92.769,15.0599,1584235336792
5.77,mw,green,"69km W of Petrolia, CA",1,2020-03-08,-125.0936667,40.3916667,1583722748860
5.49,mw,green,"71km SE of Estacion Coahuila, B.C., MX",0,2020-03-06,-114.5405,31.6893333,1583553123180
5.2,mww,,Revilla Gigedo Islands region,0,2020-02-05,-109.4208,19.8937,1580899386434
5.0,ml,green,"15 km SSE of Guánica, Puerto Rico",0,2020-02-04,-66.8751,17.8388,1580827555720
5.1,mww,,"270 km SE of Chiniak, Alaska",1,2020-01-31,-149.3295,55.7981,1580469937262
5.2,mww,,"1 km W of El Conchero, Mexico",0,2020-01-30,-99.9791,16.9407,1580366842416
5.4,mb,green,"40 km SSE of East End, Cayman Islands",0,2020-01-28,-80.9146,18.9865,1580248737470
6.1,mww,green,"55 km SE of East End, Cayman Islands",1,2020-01-28,-80.7411,18.9457,1580248516450
7.7,mww,yellow,"123 km NNW of Lucea, Jamaica",1,2020-01-28,-78.756,19.4193,1580238624918
5.0,ml,green,"1 km N of Indios, Puerto Rico",0,2020-01-25,-66.8188,18.0105,1579983638640
5.0,mb,,"1 km SE of Santiago Laollaga, Mexico",0,2020-01-16,-95.1975,16.5778,1579227065496
5.2,mww,,"6 km NE of Ixtepec, Mexico",0,2020-01-16,-95.0581,16.5949,1579226841193
5.2,mwp,green,Puerto Rico region,0,2020-01-15,-67.0171,17.9155,1579102583850
5.0,mww,,"6 km ENE of San Juan Colorado, Mexico",0,2020-01-15,-97.9016,16.4901,1579076127440
5.0,mww,,"66 km NW of Nikolski, Alaska",0,2020-01-12,-169.5221,53.3803,1578884821797
5.2,mb,green,"19 km S of Indios, Puerto Rico",0,2020-01-11,-66.7941,17.8238,1578747382986
5.9,mwp,yellow,"5 km SE of Maria Antonia, Puerto Rico",0,2020-01-11,-66.8508,17.949,1578747285910
5.2,ml,green,"4 km S of Maria Antonia, Puerto Rico",0,2020-01-10,-66.883,17.935,1578695185000
5.6,mww,green,"101 km SW of Barra de Navidad, Mexico",0,2020-01-10,-105.2328,18.4552,1578669681632
5.6,mwp,yellow,"0 km NW of Magas Arriba, Puerto Rico",0,2020-01-07,-66.776,18.0223,1578395923540
5.0,mww,green,"7 km SE of Tallaboa, Puerto Rico",0,2020-01-07,-66.6754,17.9418,1578387045778
5.6,mww,green,"11 km S of Tallaboa, Puerto Rico",0,2020-01-07,-66.7217,17.8919,1578386041979
5.0,mb,green,"14 km S of Tallaboa, Puerto Rico",0,2020-01-07,-66.7029,17.8685,1578385789410
6.4,mww,orange,"13 km SSE of Maria Antonia, Puerto Rico",1,2020-01-07,-66.8266,17.8686,1578385465262
5.8,mwp,yellow,"14 km S of Indios, Puerto Rico",0,2020-01-06,-66.8193,17.8675,1578306738770
5.9,mww,green,"3 km W of Reforma de Pineda, Mexico",0,2020-01-04,-94.489,16.4011,1578199249332
5.0,mww,,"217 km SSE of Old Harbor, Alaska",1,2020-01-02,-151.4274,55.5493,1577955273083
5.0,ml,green,"10 km SSE of Guánica, Puerto Rico",0,2019-12-28,-66.864,17.8846,1577581560130
6.3,mww,green,"203 km W of Port McNeill, Canada",1,2019-12-24,-129.963,50.6106,1577244961626
6.0,mww,green,"189 km W of Port McNeill, Canada",1,2019-12-23,-129.7573,50.5169,1577134583555
6.0,mww,green,"201 km W of Port McNeill, Canada",1,2019-12-23,-129.9372,50.6071,1577130583086
5.7,mww,green,"194 km W of Port McNeill, Canada",1,2019-12-23,-129.8328,50.543,1577128405075
5.2,mww,,"186 km W of Port McNeill, Canada",1,2019-12-23,-129.7193,50.5667,1577119453789
5.1,mww,green,"87 km WNW of Elfin Cove, Alaska",1,2019-12-18,-137.6983,58.5347,1576705924357
5.0,mww,,"75 km ESE of East End, Cayman Islands",0,2019-12-09,-80.4369,19.0781,1575871943208
5.1,mb,,northern Mid-Atlantic Ridge,0,2019-11-08,-45.6492,24.9432,1573225253462
5.0,ml,green,"127 km SE of Perryville, Alaska",0,2019-11-07,-157.9563,54.9836,1573163324436
5.0,mb,,"1 km NNW of Collantes, Mexico",0,2019-11-06,-97.979,16.2026,1573019989897
5.24,mw,,"130km W of Brookings, OR",1,2019-10-28,-125.8366667,41.8911667,1572260464330
5.0,mww,,"8 km ESE of Potrerillo, Mexico",0,2019-10-23,-91.9519,15.599,1571889259823
5.2,mwr,green,"61 km S of Shungnak, Alaska",0,2019-10-18,-157.2884,66.3422,1571404139853
5.4,mww,green,"66 km S of Shungnak, Alaska",1,2019-10-17,-157.2159,66.2966,1571360308270
5.0,mww,,"273 km SE of Chiniak, Alaska",1,2019-10-11,-148.6093,56.1918,1570848259932
5.0,mww,green,"41 km W of Petersville, Alaska",1,2019-10-04,-151.5688,62.4964,1570192082241
5.3,mww,,"48 km SE of El Carrizal, Mexico",0,2019-10-02,-95.1017,15.7287,1570011189119
5.06,ml,,"59 km N of San Antonio, Puerto Rico",0,2019-09-23,-67.2081,19.0225,1569295961200
6.0,mw,green,"67 km NNW of San Antonio, Puerto Rico",1,2019-09-23,-67.2701,19.077,1569295420000
5.3,mww,,"139 km ESE of Nikolski, Alaska",0,2019-09-23,-166.9067,52.5333,1569261070031
5.2,mww,green,"28 km NW of Susitna, Alaska",1,2019-09-16,-150.8904,61.7197,1568682596074
5.4,mww,green,"16 km SSW of Akutan, Alaska",0,2019-09-14,-165.8339,53.9929,1568467554510
5.7,mww,green,"223 km WSW of Pelican, Alaska",1,2019-09-10,-139.5292,57.0194,1568147532177
5.9,mww,green,"284 km WNW of Bandon, Oregon",1,2019-09-05,-127.8191,43.7183,1567695765258
5.9,mww,green,northern Mid-Atlantic Ridge,0,2019-09-02,-45.2169,23.7766,1567464348807
5.0,mww,green,"64 km WSW of Covenant Life, Alaska",1,2019-09-01,-136.9727,59.1033,1567312346138
5.3,mww,,northern Mid-Atlantic Ridge,0,2019-08-30,-45.4462,23.766,1567144637292
6.3,mww,green,"285 km W of Bandon, Oregon",1,2019-08-29,-127.8817,43.5425,1567091278646
5.4,mww,green,off the coast of Oregon,1,2019-08-16,-129.3962,44.2729,1565968998914
5.9,mww,green,"272 km SSE of Cabo San Lucas, Mexico",0,2019-08-14,-109.2878,20.5023,1565818518451
5.5,mww,green,"7 km NE of Cabeza de Toro, Mexico",0,2019-08-12,-93.7276,15.9767,1565642374864
5.2,mww,,"189 km SSE of Unalaska, Alaska",0,2019-08-03,-165.6894,52.2481,1564855887263
5.4,mww,green,"227 km W of Bandon, Oregon",1,2019-07-17,-127.1745,43.4212,1563375599507
5.1,mb,,North Atlantic Ocean,0,2019-07-11,-49.9588,15.5968,1562865450580
5.5,mww,green,"92 km E of Nikolski, Alaska",1,2019-07-09,-167.4826,52.8989,1562697823426
5.44,mw,green,"20km E of Little Lake, CA",0,2019-07-06,-117.6848333,35.9101667,1562386735790
5.5,mw,,"15km ESE of Little Lake, CA",0,2019-07-05,-117.7495,35.9011667,1562384873420
7.1,mw,orange,2019 Ridgecrest Earthquake Sequence,1,2019-07-05,-117.5993333,35.7695,1562383193040
5.6,mww,green,"258 km WNW of Port McNeill, Canada",0,2019-07-05,-130.5744,51.3441,1562331507988
5.37,mw,green,"16km W of Searles Valley, CA",1,2019-07-05,-117.575,35.7603333,1562324873040
6.4,mw,yellow,Ridgecrest Earthquake Sequence,1,2019-07-04,-117.5038333,35.7053333,1562261629000
6.2,mww,green,"250 km WNW of Port McNeill, Canada",1,2019-07-04,-130.5005,51.2369,1562214644424
5.3,mww,green,"115 km NNE of Arctic Village, Alaska",0,2019-07-03,-144.6872,69.1167,1562128702607
5.58,mw,green,"6km SSW of Petrolia, CA",1,2019-06-22,-124.3003333,40.2735,1561261982890
5.3,mww,green,off the coast of Oregon,0,2019-06-22,-128.5192,43.7936,1561208414319
5.3,mww,green,off the coast of Oregon,1,2019-06-22,-128.4022,43.7669,1561207921945
5.1,mb,,"16 km SW of Churumuco de Morelos, Mexico",0,2019-06-16,-101.7714,18.5738,1560705923138
5.2,mww,,northern Mid-Atlantic Ridge,0,2019-06-14,-46.5768,15.3851,1560545094048
5.0,mb,green,"87 km ENE of Ouzinkie, Alaska",1,2019-06-07,-151.1795,58.2809,1559919453794
5.8,mww,green,"224 km SW of La Cruz de Loreto, Mexico",0,2019-05-31,-107.1447,18.7604,1559303844661
5.8,ml,green,"61 km SSW of Nanwalek, Alaska",1,2019-05-27,-152.3581,58.8565,1558950741782
5.0,mww,green,"259 km W of Ferndale, California",1,2019-05-05,-127.3338,40.6203,1557038817006
5.4,mww,green,northern Mid-Atlantic Ridge,0,2019-04-30,-46.4221,15.3014,1556657542590
5.1,mww,,"42 km NNW of Guanaja, Honduras",0,2019-04-28,-86.113,16.7696,1556437426092
5.5,mww,green,"223 km WSW of Port McNeill, Canada",0,2019-04-22,-130.1725,50.2225,1555969481970
5.4,mww,green,"3 km SSE of Montecillos, Mexico",0,2019-04-22,-98.4853,16.3586,1555964124934
5.34,ml,green,"20 km E of Kalaoa, Hawaii",0,2019-04-13,-155.7905,19.742,1555211342680
5.2,mww,,"71 km SW of Puerto Peñasco, Mexico",0,2019-04-06,-114.0297,30.8278,1554584501937
5.0,mww,green,northern Alaska,0,2019-03-26,-157.247,66.3061,1553635638717
5.0,mww,,"69 km SSE of San Mateo del Mar, Mexico",0,2019-03-24,-94.7688,15.6215,1553430454999
5.54,ml,green,"13 km SSE of Volcano, Hawaii",0,2019-03-13,-155.2005,19.3258333,1552474513370
5.2,mww,green,"64 km S of Shungnak, Alaska",0,2019-03-06,-157.2186,66.3108,1551907993991
5.1,mww,,"6 km SW of Aratichanguío, Mexico",0,2019-03-03,-101.4137,18.4451,1551626753559
5.1,mww,,"138 km SSE of False Pass, Alaska",0,2019-02-15,-162.93,53.6466,1550271257640
5.3,mww,,"212 km W of Port McNeill, Canada",1,2019-02-13,-130.0867,50.7098,1550104483730
5.3,ml,,"27 km SSE of Boca de Yuma, Dominican Republic",0,2019-02-04,-68.5523,18.1358,1549290828810
5.3,mww,,"Baja California Sur, Mexico",0,2019-01-30,-109.0615,23.9435,1548893808840
5.4,mww,,"37 km NE of La Horqueta (Poblado Doce), Mexico",0,2019-01-29,-93.9655,17.456,1548812771550
5.2,mww,green,"87 km ESE of King Salmon, Alaska",1,2019-01-21,-155.3231,58.3317,1548132199680
5.6,mww,green,"72 km S of San Francisco del Mar Viejo, Mexico",0,2019-01-21,-94.7368,15.584,1548071840110
5.3,mww,,"138 km NNW of San Luis, Mexico",0,2019-01-17,-114.1301,29.6356,1547729797110
5.0,ml,green,"8 km SW of Point MacKenzie, Alaska",1,2019-01-13,-150.0647,61.2993,1547397955437
5.1,ml,green,"61 km WNW of Tanana, Alaska",0,2019-01-05,-153.2799,65.407,1546746334525
5.0,ml,green,"7 km SSE of Point MacKenzie, Alaska",1,2018-12-31,-149.9523,61.2975,1546311810604
5.0,mb,,northern Mid-Atlantic Ridge,0,2018-12-31,-46.312,15.2862,1546289130820
6.0,mww,green,"87 km SE of King Cove, Alaska",1,2018-12-30,-161.5131,54.4266,1546223737670
5.0,mww,,"109 km SW of Manuel Ávila Camacho (Ponte Duro), Mexico",0,2018-12-20,-94.1927,15.017,1545357550070
5.4,mww,,"213 km WSW of Vernon, Canada",1,2018-12-09,-128.8745,49.0257,1544372413320
5.1,mw,green,"0 km SW of Point MacKenzie, Alaska",1,2018-12-01,-149.9913,61.3548,1543651042619
5.0,ml,green,"4 km SSE of Big Lake, Alaska",1,2018-12-01,-149.9362,61.4833,1543648057990
5.0,ml,green,Southern Alaska,1,2018-11-30,-150.0795,61.384,1543609615425
5.2,mww,,"6 km S of Big Lake, Alaska",0,2018-11-30,-149.9541,61.459,1543600806570
5.8,mw,green,"7 km NNW of Anchorage, Alaska",0,2018-11-30,-149.9571,61.2822,1543599337222
7.1,mw,orange,"1 km SE of Point MacKenzie, Alaska",1,2018-11-30,-149.9552,61.3464,1543598969330
5.5,mww,green,North Atlantic Ocean,0,2018-11-27,-49.8369,15.5797,1543347285550
5.6,mww,green,Revilla Gigedo Islands region,0,2018-11-27,-108.3512,19.3732,1543297079180
5.6,mw,green,"50 km ENE of Pedro Bay, Alaska",1,2018-11-21,-153.2658,59.955,1542824504289
5.5,mww,green,North Atlantic Ocean,0,2018-11-17,-49.907,15.5399,1542460679460
6.3,mww,green,North Atlantic Ocean,0,2018-11-11,-49.8719,15.5653,1541945039560
5.1,mw,green,"24 km ENE of Tanana, Alaska",0,2018-10-27,-151.5744,65.2283,1540659448350
5.2,mww,,"217 km SW of Port McNeill, Canada",1,2018-10-22,-128.9922,49.0689,1540225620900
6.5,mww,green,"237 km SW of Port McNeill, Canada",0,2018-10-22,-129.7237,49.297,1540189368120
6.8,mww,green,"210 km SW of Port McNeill, Canada",1,2018-10-22,-129.289,49.3346,1540188986450
6.5,mww,green,"223 km SW of Port McNeill, Canada",1,2018-10-22,-129.4124,49.2586,1540186779590
5.0,mw,green,"98 km NE of Ambler, Alaska",1,2018-10-14,-156.3956,67.7739,1539561194769
5.0,mw,green,"34 km SSE of Perryville, Alaska",1,2018-10-10,-158.8948,55.6399,1539152878424
5.5,mww,green,"66 km E of La Rivera, Mexico",0,2018-10-08,-108.9329,23.6344,1539000356150
5.4,mww,,"22 km WNW of Port-de-Paix, Haiti",0,2018-10-07,-73.0143,20.0414,1538942418890
5.9,mww,green,"21 km WNW of Port-de-Paix, Haiti",0,2018-10-06,-73.0128,20.0343,1538871111220
5.3,mww,,"21 km WNW of Emiliano Zapata, Mexico",0,2018-10-01,-94.0096,16.7656,1538430183070
5.4,mb,,"74 km ENE of Sainte-Marie, Martinique",0,2018-09-28,-60.3912,15.1157,1538137963570
5.2,mww,,"4 km S of Villa Elisa, Dominican Republic",0,2018-09-23,-71.2739,19.6495,1537681550950
5.1,mw,green,"66 km SSW of Kaktovik, Alaska",0,2018-09-18,-144.1607,69.5676,1537274456800
5.3,mww,,"3 km SW of Agua Zarca, Mexico",0,2018-08-22,-98.7299,16.6048,1534960987550
6.2,mww,green,"272 km W of Bandon, Oregon",1,2018-08-22,-127.7166,43.5637,1534930305530
5.0,mw,green,"80 km SSW of Kaktovik, Alaska",1,2018-08-12,-144.3068,69.4516,1534109463882
6.0,mw,green,"73 km SSW of Kaktovik, Alaska",1,2018-08-12,-144.3388,69.5227,1534108500999
5.1,ml,green,"77 km SSW of Kaktovik, Alaska",1,2018-08-12,-144.7315,69.5517,1534099003191
5.3,mw,green,"81 km SW of Kaktovik, Alaska",1,2018-08-12,-144.9583,69.5669,1534089728714
5.0,ml,green,"77 km SW of Kaktovik, Alaska",1,2018-08-12,-144.7766,69.5599,1534086859893
6.4,mw,green,"89 km SW of Kaktovik, Alaska",1,2018-08-12,-145.291,69.5762,1534085933503
5.3,mw,,"6 km SW of Volcano, Hawaii",0,2018-08-02,-155.2831667,19.4111667,1533246912060
5.3,mw,,"6 km WSW of Volcano, Hawaii",0,2018-07-31,-155.2856667,19.4103333,1533059986000
5.3,mw,,"6 km SW of Volcano, Hawaii",0,2018-07-29,-155.2823333,19.4063333,1532902225570
5.3,mww,,off the coast of Oregon,1,2018-07-29,-128.7797,44.0248,1532873422630
5.3,mw,,"6 km SW of Volcano, Hawaii",0,2018-07-28,-155.2718333,19.3968333,1532781445390
5.3,mw,,"6 km SW of Volcano, Hawaii",0,2018-07-26,-155.2693333,19.3976667,1532642951280
5.3,mw,green,"5 km WSW of Volcano, Hawaii",0,2018-07-24,-155.2821667,19.4141667,1532450470140
5.6,mww,green,"210 km WSW of Pistol River, Oregon",1,2018-07-24,-126.8616,41.8105,1532443492570
